Excel Not Found |D:\AR Conversion\Annual Reports Converted Omni\admin\Pdf_Single_Files\50566b18-abdc-4798-94fb-4058c38f21fd_wildef-suitfiled-Oct-17_2_GridLine_0001.xlsx
Excel Not Found |D:\AR Conversion\Annual Reports Converted Omni\admin\Pdf_Single_Files\50566b18-abdc-4798-94fb-4058c38f21fd_wildef-suitfiled-Oct-17_2_GridLine_0001.xlsx
Excel Not Found |D:\AR Conversion\Annual Reports Converted Omni\admin\Pdf_Single_Files\50566b18-abdc-4798-94fb-4058c38f21fd_wildef-suitfiled-Oct-17_2_GridLine_0001.xlsx
Excel Not Found |D:\AR Conversion\Annual Reports Converted Omni\admin\Pdf_Single_Files\50566b18-abdc-4798-94fb-4058c38f21fd_wildef-suitfiled-Oct-17_2_GridLine_0001.xlsx
D:\AR Conversion\Annual Reports Converted Omni\admin\Pdf_Single_Files\50566b18-abdc-4798-94fb-4058c38f21fd_wildef-suitfiled-Oct-17_2_GridLine_0001.xlsx|Length mismatch: Expected axis has 45 elements, new values have 46 elements
D:\AR Conversion\Annual Reports Converted Omni\admin\Pdf_Single_Files\50566b18-abdc-4798-94fb-4058c38f21fd_wildef-suitfiled-Oct-17_2_GridLine_0001.xlsx|Length mismatch: Expected axis has 45 elements, new values have 46 elements
D:\50566b18-abdc-4798-94fb-4058c38f21fd_wildef-suitfiled-Oct-17_2_GridLine_0001.xlsx|Length mismatch: Expected axis has 42 elements, new values have 43 elements
D:\50566b18-abdc-4798-94fb-4058c38f21fd_wildef-suitfiled-Oct-17_2_GridLine_0001.xlsx|Length mismatch: Expected axis has 42 elements, new values have 43 elements
D:\50566b18-abdc-4798-94fb-4058c38f21fd_wildef-suitfiled-Oct-17_2_GridLine_0001.xlsx|Length mismatch: Expected axis has 42 elements, new values have 43 elements
D:\50566b18-abdc-4798-94fb-4058c38f21fd_wildef-suitfiled-Oct-17_2_GridLine_0001.xlsx|Length mismatch: Expected axis has 42 elements, new values have 43 elements
D:\50566b18-abdc-4798-94fb-4058c38f21fd_wildef-suitfiled-Oct-17_2_GridLine_0001.xlsx|Length mismatch: Expected axis has 42 elements, new values have 43 elements
D:\50566b18-abdc-4798-94fb-4058c38f21fd_wildef-suitfiled-Oct-17_2_GridLine_0001.xlsx|Length mismatch: Expected axis has 42 elements, new values have 43 elements
D:\50566b18-abdc-4798-94fb-4058c38f21fd_wildef-suitfiled-Oct-17_2_GridLine_0001.xlsx|Length mismatch: Expected axis has 42 elements, new values have 43 elements
D:\50566b18-abdc-4798-94fb-4058c38f21fd_wildef-suitfiled-Oct-17_2_GridLine_0001.xlsx|Length mismatch: Expected axis has 42 elements, new values have 43 elements
D:\50566b18-abdc-4798-94fb-4058c38f21fd_wildef-suitfiled-Oct-17_2_GridLine_0001.xlsx|Length mismatch: Expected axis has 42 elements, new values have 43 elements
D:\50566b18-abdc-4798-94fb-4058c38f21fd_wildef-suitfiled-Oct-17_2_GridLine_0001.xlsx|Length mismatch: Expected axis has 42 elements, new values have 43 elements
D:\50566b18-abdc-4798-94fb-4058c38f21fd_wildef-suitfiled-Oct-17_2_GridLine_0001.xlsx|Length mismatch: Expected axis has 42 elements, new values have 43 elements
D:\50566b18-abdc-4798-94fb-4058c38f21fd_wildef-suitfiled-Oct-17_2_GridLine_0001.xlsx|Length mismatch: Expected axis has 42 elements, new values have 43 elements
D:\50566b18-abdc-4798-94fb-4058c38f21fd_wildef-suitfiled-Oct-17_2_GridLine_0001.xlsx|Length mismatch: Expected axis has 42 elements, new values have 43 elements
D:\50566b18-abdc-4798-94fb-4058c38f21fd_wildef-suitfiled-Oct-17_2_GridLine_0001.xlsx|Length mismatch: Expected axis has 42 elements, new values have 43 elements
D:\50566b18-abdc-4798-94fb-4058c38f21fd_wildef-suitfiled-Oct-17_2_GridLine_0001.xlsx|Length mismatch: Expected axis has 42 elements, new values have 43 elements
D:\50566b18-abdc-4798-94fb-4058c38f21fd_wildef-suitfiled-Oct-17_2_GridLine_0001.xlsx|Length mismatch: Expected axis has 42 elements, new values have 43 elements
D:\50566b18-abdc-4798-94fb-4058c38f21fd_wildef-suitfiled-Oct-17_2_GridLine_0001.xlsx|Length mismatch: Expected axis has 42 elements, new values have 43 elements
D:\50566b18-abdc-4798-94fb-4058c38f21fd_wildef-suitfiled-Oct-17_2_GridLine_0001.xlsx|Length mismatch: Expected axis has 42 elements, new values have 43 elements
D:\50566b18-abdc-4798-94fb-4058c38f21fd_wildef-suitfiled-Oct-17_2_GridLine_0001.xlsx|Length mismatch: Expected axis has 42 elements, new values have 43 elements
D:\CSV Files\db772747-4f30-480d-a282-4e1012a93e26_Hanung Toys And Textiles_65_GridLine_0001.xlsx|Length mismatch: Expected axis has 9 elements, new values have 10 elements
D:\CSV Files\db772747-4f30-480d-a282-4e1012a93e26_Hanung Toys And Textiles_65_GridLine_0001.xlsx|Length mismatch: Expected axis has 9 elements, new values have 10 elements
D:\50566b18-abdc-4798-94fb-4058c38f21fd_wildef-suitfiled-Oct-17_2_GridLine_0001.xlsx|Length mismatch: Expected axis has 42 elements, new values have 43 elements
D:\CSV Files\db772747-4f30-480d-a282-4e1012a93e26_Hanung Toys And Textiles_65_GridLine_0001.xlsx|Length mismatch: Expected axis has 9 elements, new values have 10 elements
D:\CSV Files\db772747-4f30-480d-a282-4e1012a93e26_Hanung Toys And Textiles_65_GridLine_0001.xlsx|Length mismatch: Expected axis has 9 elements, new values have 10 elements
D:\CSV Files\db772747-4f30-480d-a282-4e1012a93e26_Hanung Toys And Textiles_65_GridLine_0001.xlsx|Length mismatch: Expected axis has 9 elements, new values have 10 elements
D:\CSV Files\db772747-4f30-480d-a282-4e1012a93e26_Hanung Toys And Textiles_65_GridLine_0001.xlsx|Length mismatch: Expected axis has 9 elements, new values have 10 elements
Excel To DB Insertion Error |D:\CSV Files\db772747-4f30-480d-a282-4e1012a93e26_Hanung Toys And Textiles_65_GridLine_0001.xlsx|'ascii' codec can't encode character u'\u2022' in position 0: ordinal not in range(128)
Excel To DB Insertion Error |D:\CSV Files\db772747-4f30-480d-a282-4e1012a93e26_Hanung Toys And Textiles_65_GridLine_0001.xlsx|'ascii' codec can't encode character u'\u2022' in position 0: ordinal not in range(128)
Excel To DB Insertion Error |D:\CSV Files\db772747-4f30-480d-a282-4e1012a93e26_Hanung Toys And Textiles_65_GridLine_0001.xlsx|'ascii' codec can't encode character u'\u2022' in position 0: ordinal not in range(128)
Excel To DB Insertion Error |D:\CSV Files\db772747-4f30-480d-a282-4e1012a93e26_Hanung Toys And Textiles_65_GridLine_0001.xlsx|'ascii' codec can't encode character u'\u2022' in position 0: ordinal not in range(128)
Excel To DB Insertion Error |D:\CSV Files\db772747-4f30-480d-a282-4e1012a93e26_Hanung Toys And Textiles_65_GridLine_0001.xlsx|'ascii' codec can't encode character u'\u2022' in position 0: ordinal not in range(128)
Excel To DB Insertion Error |D:\CSV Files\db772747-4f30-480d-a282-4e1012a93e26_Hanung Toys And Textiles_65_GridLine_0001.xlsx|'ascii' codec can't encode character u'\u2022' in position 0: ordinal not in range(128)
Excel Not Found |D:\AR Conversion\Annual Reports Converted Omni\admin\Pdf_Single_Files\93fa6fed-7166-4758-8ab8-2769dc73fca7_Mahindra_And_Mahindra_187_0001.xlsx|2018-01-22 13:46:08.780000
Excel Not Found |D:\AR Conversion\Annual Reports Converted Omni\admin\Pdf_Single_Files\93fa6fed-7166-4758-8ab8-2769dc73fca7_Mahindra_And_Mahindra_188_0001.xlsx|2018-01-22 13:46:08.796000
Excel Not Found |D:\AR Conversion\Annual Reports Converted Omni\admin\Pdf_Single_Files\93fa6fed-7166-4758-8ab8-2769dc73fca7_Mahindra_And_Mahindra_189_0001.xlsx|2018-01-22 13:46:08.796000
Excel Not Found |D:\AR Conversion\Annual Reports Converted Omni\admin\Pdf_Single_Files\93fa6fed-7166-4758-8ab8-2769dc73fca7_Mahindra_And_Mahindra_19_0001.xlsx|2018-01-22 13:46:08.796000
Excel Not Found |D:\AR Conversion\Annual Reports Converted Omni\admin\Pdf_Single_Files\93fa6fed-7166-4758-8ab8-2769dc73fca7_Mahindra_And_Mahindra_190_0001.xlsx|2018-01-22 13:46:08.796000
Excel Not Found |D:\AR Conversion\Annual Reports Converted Omni\admin\Pdf_Single_Files\93fa6fed-7166-4758-8ab8-2769dc73fca7_Mahindra_And_Mahindra_191_0001.xlsx|2018-01-22 13:46:08.796000
Excel Not Found |D:\AR Conversion\Annual Reports Converted Omni\admin\Pdf_Single_Files\93fa6fed-7166-4758-8ab8-2769dc73fca7_Mahindra_And_Mahindra_192_0001.xlsx|2018-01-22 13:46:08.796000
Excel Not Found |D:\AR Conversion\Annual Reports Converted Omni\admin\Pdf_Single_Files\93fa6fed-7166-4758-8ab8-2769dc73fca7_Mahindra_And_Mahindra_193_0001.xlsx|2018-01-22 13:46:08.796000
Excel Not Found |D:\AR Conversion\Annual Reports Converted Omni\admin\Pdf_Single_Files\93fa6fed-7166-4758-8ab8-2769dc73fca7_Mahindra_And_Mahindra_194_0001.xlsx|2018-01-22 13:46:08.796000
Excel Not Found |D:\AR Conversion\Annual Reports Converted Omni\admin\Pdf_Single_Files\93fa6fed-7166-4758-8ab8-2769dc73fca7_Mahindra_And_Mahindra_195_0001.xlsx|2018-01-22 13:46:08.796000
Excel Not Found |D:\AR Conversion\Annual Reports Converted Omni\admin\Pdf_Single_Files\93fa6fed-7166-4758-8ab8-2769dc73fca7_Mahindra_And_Mahindra_196_0001.xlsx|2018-01-22 13:46:08.796000
Excel Not Found |D:\AR Conversion\Annual Reports Converted Omni\admin\Pdf_Single_Files\93fa6fed-7166-4758-8ab8-2769dc73fca7_Mahindra_And_Mahindra_197_0001.xlsx|2018-01-22 13:46:08.796000
Excel Not Found |D:\AR Conversion\Annual Reports Converted Omni\admin\Pdf_Single_Files\93fa6fed-7166-4758-8ab8-2769dc73fca7_Mahindra_And_Mahindra_198_0001.xlsx|2018-01-22 13:46:08.796000
Excel Not Found |D:\AR Conversion\Annual Reports Converted Omni\admin\Pdf_Single_Files\93fa6fed-7166-4758-8ab8-2769dc73fca7_Mahindra_And_Mahindra_199_0001.xlsx|2018-01-22 13:46:08.796000
Excel Not Found |D:\AR Conversion\Annual Reports Converted Omni\admin\Pdf_Single_Files\93fa6fed-7166-4758-8ab8-2769dc73fca7_Mahindra_And_Mahindra_2_0001.xlsx|2018-01-22 13:46:08.796000
Excel Not Found |D:\AR Conversion\Annual Reports Converted Omni\admin\Pdf_Single_Files\93fa6fed-7166-4758-8ab8-2769dc73fca7_Mahindra_And_Mahindra_20_0001.xlsx|2018-01-22 13:46:08.796000
Excel Not Found |D:\AR Conversion\Annual Reports Converted Omni\admin\Pdf_Single_Files\93fa6fed-7166-4758-8ab8-2769dc73fca7_Mahindra_And_Mahindra_200_0001.xlsx|2018-01-22 13:46:08.796000
Excel Not Found |D:\AR Conversion\Annual Reports Converted Omni\admin\Pdf_Single_Files\93fa6fed-7166-4758-8ab8-2769dc73fca7_Mahindra_And_Mahindra_201_0001.xlsx|2018-01-22 13:46:08.796000
Excel Not Found |D:\AR Conversion\Annual Reports Converted Omni\admin\Pdf_Single_Files\93fa6fed-7166-4758-8ab8-2769dc73fca7_Mahindra_And_Mahindra_202_0001.xlsx|2018-01-22 13:46:08.796000
Excel Not Found |D:\AR Conversion\Annual Reports Converted Omni\admin\Pdf_Single_Files\93fa6fed-7166-4758-8ab8-2769dc73fca7_Mahindra_And_Mahindra_203_0001.xlsx|2018-01-22 13:46:08.796000
